0.000000,0.000000,-0.000000,0.100000,0.000000,-0.000000,0.100000,0.100000,-0.000000,0.000000,0.100000,-0.000000,0.000000,0.000000,0.100000,0.100000,0.000000,0.100000,0.100000,0.100000,0.100000,0.000000,0.100000,0.100000,
-0.000003,0.000000,-0.000020,0.100003,0.000000,-0.000020,0.100003,0.100000,-0.000033,-0.000003,0.100000,-0.000033,-0.000055,-0.000054,0.099684,0.100055,-0.000054,0.099684,0.100042,0.100043,0.099784,-0.000042,0.100043,0.099784,
-0.000097,-0.000048,0.000024,0.100097,-0.000048,0.000024,0.100008,0.100000,-0.000032,-0.000008,0.100000,-0.000032,-0.000130,-0.000234,0.099271,0.100130,-0.000234,0.099271,0.099950,0.099848,0.099997,0.000050,0.099848,0.099997,
-0.000293,-0.000161,0.000129,0.100293,-0.000161,0.000129,0.100006,0.100000,-0.000027,-0.000006,0.100000,-0.000027,-0.000298,-0.000982,0.098139,0.100298,-0.000982,0.098139,0.099946,0.099300,0.100071,0.000054,0.099300,0.100071,
-0.000428,-0.000336,0.000015,0.100428,-0.000336,0.000015,0.099999,0.100000,-0.000028,0.000001,0.100000,-0.000028,-0.000560,-0.002066,0.096480,0.100560,-0.002066,0.096480,0.099863,0.098278,0.100342,0.000137,0.098278,0.100342,
-0.000653,-0.000600,-0.000023,0.100653,-0.000600,-0.000023,0.099974,0.100016,-0.000027,0.000026,0.100016,-0.000027,-0.000824,-0.003481,0.094415,0.100824,-0.003481,0.094415,0.099745,0.096957,0.100685,0.000255,0.096957,0.100685,
-0.001074,-0.000848,-0.000017,0.101074,-0.000848,-0.000017,0.099828,0.100035,-0.000022,0.000172,0.100035,-0.000022,-0.001202,-0.004844,0.091991,0.101202,-0.004844,0.091991,0.099674,0.095623,0.100999,0.000326,0.095623,0.100999,
-0.001483,-0.001105,-0.000009,0.101483,-0.001105,-0.000009,0.099779,0.100094,-0.000025,0.000221,0.100094,-0.000025,-0.001618,-0.006344,0.089164,0.101618,-0.006344,0.089164,0.099536,0.094206,0.101291,0.000464,0.094206,0.101291,
-0.002115,-0.001228,0.000002,0.102115,-0.001228,0.000002,0.099605,0.100316,-0.000036,0.000395,0.100316,-0.000036,-0.002098,-0.007988,0.085775,0.102098,-0.007988,0.085775,0.099432,0.092466,0.101674,0.000568,0.092466,0.101674,
-0.002433,-0.001454,-0.000011,0.102433,-0.001454,-0.000011,0.099382,0.100739,-0.000004,0.000618,0.100739,-0.000004,-0.002683,-0.009500,0.082006,0.102683,-0.009500,0.082006,0.099297,0.090587,0.102106,0.000703,0.090587,0.102106,
-0.003163,-0.001528,-0.000007,0.103163,-0.001528,-0.000007,0.099301,0.101015,-0.000015,0.000699,0.101015,-0.000015,-0.003220,-0.010888,0.077955,0.103220,-0.010888,0.077955,0.099170,0.088942,0.102237,0.000830,0.088942,0.102237,
-0.003753,-0.001779,-0.000016,0.103753,-0.001779,-0.000016,0.099217,0.101384,-0.000043,0.000783,0.101384,-0.000043,-0.003846,-0.012221,0.073506,0.103846,-0.012221,0.073506,0.098975,0.086916,0.102436,0.001025,0.086916,0.102436,
-0.004266,-0.002072,-0.000014,0.104266,-0.002072,-0.000014,0.098964,0.101912,0.000004,0.001036,0.101912,0.000004,-0.004454,-0.013548,0.068590,0.104454,-0.013548,0.068590,0.098842,0.084607,0.102558,0.001158,0.084607,0.102558,
-0.004965,-0.002347,-0.000018,0.104965,-0.002347,-0.000018,0.098792,0.102332,-0.000044,0.001208,0.102332,-0.000044,-0.005129,-0.014577,0.063468,0.105129,-0.014577,0.063468,0.098684,0.082529,0.102526,0.001316,0.082529,0.102526,
-0.005832,-0.002691,0.000012,0.105832,-0.002691,0.000012,0.098648,0.102791,0.000004,0.001352,0.102791,0.000004,-0.005762,-0.015430,0.058223,0.105762,-0.015430,0.058223,0.098566,0.080465,0.102293,0.001434,0.080465,0.102293,
-0.006274,-0.003065,-0.000027,0.106274,-0.003065,-0.000027,0.098574,0.103366,-0.000008,0.001426,0.103366,-0.000008,-0.006468,-0.016137,0.052494,0.106468,-0.016137,0.052494,0.098453,0.078194,0.102058,0.001547,0.078194,0.102058,
-0.006758,-0.003563,-0.000193,0.106758,-0.003563,-0.000193,0.098233,0.103838,0.000002,0.001767,0.103838,0.000002,-0.007081,-0.016576,0.047212,0.107081,-0.016576,0.047212,0.098380,0.076070,0.101585,0.001620,0.076070,0.101585,
-0.006771,-0.003574,-0.000101,0.106771,-0.003574,-0.000101,0.098183,0.101961,0.000530,0.001817,0.101961,0.000530,-0.005947,-0.018535,0.054059,0.105947,-0.018535,0.054059,0.098719,0.075686,0.102582,0.001281,0.075686,0.102582,
-0.004443,-0.006651,0.002463,0.104443,-0.006651,0.002463,0.099197,0.099087,0.002916,0.000803,0.099087,0.002916,-0.005469,-0.018176,0.064349,0.105469,-0.018176,0.064349,0.098268,0.078365,0.105137,0.001732,0.078365,0.105137,
-0.005576,-0.007200,0.005721,0.105576,-0.007200,0.005721,0.098113,0.096026,0.002736,0.001887,0.096026,0.002736,-0.004478,-0.018638,0.072434,0.104478,-0.018638,0.072434,0.098863,0.079922,0.106479,0.001137,0.079922,0.106479,
-0.003595,-0.010297,0.006647,0.103595,-0.010297,0.006647,0.099319,0.093706,0.003954,0.000681,0.093706,0.003954,-0.004530,-0.017653,0.078374,0.104530,-0.017653,0.078374,0.099125,0.082076,0.105977,0.000875,0.082076,0.105977,
-0.003799,-0.010593,0.007299,0.103799,-0.010593,0.007299,0.098633,0.091542,0.001255,0.001367,0.091542,0.001255,-0.002873,-0.017924,0.083967,0.102873,-0.017924,0.083967,0.098694,0.082749,0.105560,0.001306,0.082749,0.105560,
-0.002358,-0.013274,0.006364,0.102358,-0.013274,0.006364,0.099830,0.089537,0.001128,0.000170,0.089537,0.001128,-0.003402,-0.016490,0.086844,0.103402,-0.016490,0.086844,0.099449,0.084137,0.102844,0.000551,0.084137,0.102844,
-0.002703,-0.013111,0.004843,0.102703,-0.013111,0.004843,0.099579,0.088187,0.001089,0.000421,0.088187,0.001089,-0.001947,-0.016934,0.089817,0.101947,-0.016934,0.089817,0.099402,0.085003,0.102298,0.000598,0.085003,0.102298,
-0.001976,-0.013265,0.003527,0.101976,-0.013265,0.003527,0.098953,0.088550,0.000530,0.001047,0.088550,0.000530,-0.002247,-0.016094,0.091411,0.102247,-0.016094,0.091411,0.099419,0.083782,0.102895,0.000581,0.083782,0.102895,
-0.001063,-0.012420,0.001277,0.101063,-0.012420,0.001277,0.100402,0.088229,0.000070,-0.000402,0.088229,0.000070,-0.000864,-0.017079,0.092208,0.100864,-0.017079,0.092208,0.099597,0.084089,0.101363,0.000403,0.084089,0.101363,
-0.001273,-0.012831,0.000444,0.101273,-0.012831,0.000444,0.099349,0.088459,-0.000219,0.000651,0.088459,-0.000219,-0.001673,-0.016571,0.092294,0.101673,-0.016571,0.092294,0.099953,0.083965,0.100996,0.000047,0.083965,0.100996,
-0.000923,-0.012435,0.000442,0.100923,-0.012435,0.000442,0.100219,0.087743,0.001298,-0.000219,0.087743,0.001298,-0.000238,-0.016244,0.096272,0.100238,-0.016244,0.096272,0.099942,0.084249,0.102192,0.000058,0.084249,0.102192,
-0.000381,-0.013742,0.001416,0.100381,-0.013742,0.001416,0.099886,0.087580,0.002361,0.000114,0.087580,0.002361,-0.000682,-0.015332,0.098634,0.100682,-0.015332,0.098634,0.099732,0.084653,0.102716,0.000268,0.084653,0.102716,
-0.000418,-0.013230,0.001129,0.100418,-0.013230,0.001129,0.099957,0.086182,0.001948,0.000043,0.086182,0.001948,-0.000070,-0.015244,0.100495,0.100070,-0.015244,0.100495,0.100089,0.085311,0.102277,-0.000089,0.085311,0.102277,
0.000186,-0.014333,0.000777,0.099814,-0.014333,0.000777,0.099924,0.086130,0.000814,0.000076,0.086130,0.000814,-0.000494,-0.014495,0.100072,0.100494,-0.014495,0.100072,0.100196,0.085593,0.101108,-0.000196,0.085593,0.101108,
-0.000197,-0.014200,0.000013,0.100197,-0.014200,0.000013,0.099953,0.085481,-0.000073,0.000047,0.085481,-0.000073,0.000335,-0.014461,0.099720,0.099665,-0.014461,0.099720,0.100042,0.086026,0.099193,-0.000042,0.086026,0.099193,
0.000189,-0.014164,-0.000036,0.099811,-0.014164,-0.000036,0.099996,0.085832,-0.000111,0.000004,0.085832,-0.000111,-0.000136,-0.013640,0.100085,0.100136,-0.013640,0.100085,0.099764,0.085333,0.100309,0.000236,0.085333,0.100309,
-0.000276,-0.013923,0.000853,0.100276,-0.013923,0.000853,0.100055,0.086197,0.000874,-0.000055,0.086197,0.000874,0.000255,-0.014606,0.099964,0.099745,-0.014606,0.099964,0.099936,0.085878,0.100470,0.000064,0.085878,0.100470,
0.000136,-0.013825,0.000490,0.099864,-0.013825,0.000490,0.099731,0.086190,0.000324,0.000269,0.086190,0.000324,-0.000544,-0.014347,0.098912,0.100544,-0.014347,0.098912,0.100047,0.085682,0.100657,-0.000047,0.085682,0.100657,
-0.000558,-0.013409,-0.000157,0.100558,-0.013409,-0.000157,0.100093,0.086722,-0.000010,-0.000093,0.086722,-0.000010,-0.000138,-0.014705,0.097141,0.100138,-0.014705,0.097141,0.099869,0.085548,0.099624,0.000131,0.085548,0.099624,
-0.000645,-0.013324,0.000600,0.100645,-0.013324,0.000600,0.099741,0.087587,0.000292,0.000259,0.087587,0.000292,-0.000716,-0.015122,0.095985,0.100716,-0.015122,0.095985,0.099408,0.084978,0.101221,0.000592,0.084978,0.101221,
-0.001147,-0.012472,0.000948,0.101147,-0.012472,0.000948,0.099769,0.087760,0.000454,0.000231,0.087760,0.000454,-0.001051,-0.016091,0.093873,0.101051,-0.016091,0.093873,0.100162,0.084620,0.101219,-0.000162,0.084620,0.101219,
-0.001087,-0.012531,0.000356,0.101087,-0.012531,0.000356,0.099815,0.088865,0.000197,0.000185,0.088865,0.000197,-0.001543,-0.016560,0.090783,0.101543,-0.016560,0.090783,0.099417,0.084113,0.101119,0.000583,0.084113,0.101119,
-0.002211,-0.011235,-0.000061,0.102211,-0.011235,-0.000061,0.099596,0.090127,0.000186,0.000404,0.090127,0.000186,-0.001648,-0.017494,0.087299,0.101648,-0.017494,0.087299,0.099387,0.082751,0.101504,0.000613,0.082751,0.101504,
-0.002100,-0.010466,-0.000074,0.102100,-0.010466,-0.000074,0.099394,0.091115,0.000440,0.000606,0.091115,0.000440,-0.002620,-0.018357,0.083240,0.102620,-0.018357,0.083240,0.099390,0.081588,0.102292,0.000610,0.081588,0.102292,
-0.003006,-0.010069,0.000162,0.103006,-0.010069,0.000162,0.098868,0.092252,0.000169,0.001132,0.092252,0.000169,-0.002667,-0.019139,0.079765,0.102667,-0.019139,0.079765,0.099097,0.080810,0.102408,0.000903,0.080810,0.102408,
-0.003502,-0.010107,0.000138,0.103502,-0.010107,0.000138,0.099247,0.093140,-0.000065,0.000753,0.093140,-0.000065,-0.003673,-0.019518,0.075535,0.103673,-0.019518,0.075535,0.099050,0.079575,0.102178,0.000950,0.079575,0.102178,
-0.003947,-0.008996,0.000026,0.103947,-0.008996,0.000026,0.098777,0.094223,0.000158,0.001223,0.094223,0.000158,-0.004186,-0.020691,0.070730,0.104186,-0.020691,0.070730,0.098943,0.078166,0.102842,0.001057,0.078166,0.102842,
-0.004908,-0.008843,-0.000044,0.104908,-0.008843,-0.000044,0.098702,0.095697,0.000356,0.001298,0.095697,0.000356,-0.004967,-0.020945,0.065188,0.104967,-0.020945,0.065188,0.098799,0.076417,0.102729,0.001201,0.076417,0.102729,
