0.000000,0.000000,0.299804,0.392595,0.692400,0.000000
0.050987,0.000004,0.242301,0.394509,0.687802,0.001000
0.158120,0.000023,0.132836,0.396364,0.687342,0.002000
0.232541,0.000003,0.060171,0.398174,0.690889,0.003000
0.223587,0.000000,0.071548,0.399919,0.695054,0.004000
0.151515,0.000000,0.143640,0.401587,0.696742,0.005000
0.075490,0.000000,0.216758,0.403178,0.695425,0.006000
0.043213,0.000000,0.244704,0.404692,0.692608,0.007000
0.066967,0.000000,0.216992,0.406129,0.690088,0.008000
0.128213,0.000000,0.153377,0.407489,0.689078,0.009000
0.189956,0.000000,0.091454,0.408772,0.690181,0.010000
0.210726,0.000000,0.072393,0.409978,0.693096,0.011000
0.168412,0.000000,0.116562,0.411107,0.696080,0.012000
0.085911,0.000000,0.198533,0.412159,0.696602,0.013000
0.027201,0.000000,0.253251,0.413134,0.693586,0.014000
0.048231,0.000000,0.226889,0.414032,0.689152,0.015000
0.139798,0.000000,0.132618,0.414853,0.687269,0.016000
0.225163,0.001940,0.047191,0.415628,0.689922,0.017000
0.225756,0.000514,0.052429,0.416496,0.695195,0.018000
0.144655,0.000000,0.135422,0.417366,0.697443,0.019000
0.056021,0.000000,0.221453,0.418159,0.695634,0.020000
0.029660,0.000000,0.243125,0.418876,0.691660,0.021000
0.076240,0.000000,0.193115,0.419515,0.688870,0.022000
0.152348,0.000000,0.116473,0.420078,0.688899,0.023000
0.204790,0.000000,0.065751,0.420563,0.691104,0.024000
0.204794,0.000000,0.068129,0.420972,0.693894,0.025000
0.155114,0.000000,0.119389,0.421303,0.695807,0.026000
0.084392,0.000000,0.189802,0.421558,0.695752,0.027000
0.036990,0.000739,0.233772,0.421741,0.693241,0.028000
0.048599,0.002532,0.217139,0.421978,0.690247,0.029000
0.119440,0.000000,0.146195,0.422317,0.687951,0.030000
0.203404,0.000000,0.063212,0.422605,0.689221,0.031000
0.229741,0.000000,0.040886,0.422816,0.693444,0.032000
0.170900,0.000000,0.103130,0.422950,0.696981,0.033000
0.076583,0.000000,0.196880,0.423008,0.696471,0.034000
0.031301,0.000000,0.238045,0.422988,0.692335,0.035000
0.073405,0.000000,0.192203,0.422891,0.688500,0.036000
0.159621,0.000000,0.106065,0.422717,0.688403,0.037000
0.211856,0.000000,0.057333,0.422467,0.691656,0.038000
0.192418,0.000000,0.080415,0.422139,0.694972,0.039000
0.127924,0.000000,0.146177,0.421734,0.695835,0.040000
0.069899,0.000000,0.203263,0.421253,0.694414,0.041000
0.050256,0.007779,0.212382,0.420739,0.691155,0.042000
0.072600,0.021703,0.175790,0.420553,0.690646,0.043000
0.121278,0.005013,0.143387,0.420877,0.690555,0.044000
0.174916,0.000000,0.093801,0.421379,0.690096,0.045000
0.202541,0.000000,0.067922,0.421811,0.692274,0.046000
0.176679,0.000000,0.096310,0.422165,0.695155,0.047000
0.105147,0.000000,0.168729,0.422443,0.696318,0.048000
0.041575,0.000000,0.229914,0.422644,0.694133,0.049000
0.044834,0.000000,0.222446,0.422767,0.690047,0.050000
0.118884,0.000000,0.146058,0.422814,0.687756,0.051000
0.200657,0.000000,0.066106,0.422783,0.689546,0.052000
0.217409,0.000000,0.053718,0.422676,0.693803,0.053000
0.156513,0.000000,0.117591,0.422491,0.696595,0.054000
0.074706,0.000000,0.198680,0.422230,0.695616,0.055000
0.040509,0.000000,0.229773,0.421892,0.692173,0.056000
0.073649,0.000000,0.194273,0.421476,0.689398,0.057000
0.139388,0.000000,0.128753,0.420984,0.689125,0.058000
0.189252,0.000000,0.081191,0.420415,0.690857,0.059000
0.196831,0.000000,0.076549,0.419768,0.693148,0.060000
0.161868,0.000000,0.114035,0.419045,0.694947,0.061000
0.101522,0.000000,0.175710,0.418245,0.695476,0.062000
0.048962,0.000000,0.227642,0.417367,0.693972,0.063000
0.045106,0.000000,0.229208,0.416413,0.690727,0.064000
0.105967,0.000000,0.166684,0.415382,0.688033,0.065000
0.192449,0.000000,0.081924,0.414273,0.688646,0.066000
0.231219,0.000000,0.048340,0.413088,0.692647,0.067000
0.182782,0.000000,0.102017,0.411826,0.696625,0.068000
0.086076,0.000000,0.200318,0.410487,0.696881,0.069000
0.024516,0.000000,0.259665,0.409070,0.693252,0.070000
0.046854,0.000000,0.234725,0.407577,0.689156,0.071000
0.126776,0.000000,0.155203,0.406007,0.687986,0.072000
0.196619,0.000000,0.089120,0.404360,0.690099,0.073000
0.209452,0.000000,0.081196,0.402636,0.693283,0.074000
0.167251,0.000000,0.127180,0.400834,0.695266,0.075000
0.104252,0.000000,0.192036,0.398956,0.695245,0.076000
0.058395,0.000095,0.237789,0.397002,0.693281,0.077000
0.051527,0.024647,0.219395,0.395169,0.690738,0.078000
0.076928,0.014166,0.206804,0.393936,0.691834,0.079000
0.133785,0.000174,0.161815,0.393135,0.688910,0.080000
0.196311,0.000000,0.101441,0.392329,0.690082,0.081000
0.211531,0.000000,0.090312,0.391447,0.693290,0.082000
0.168287,0.002383,0.132885,0.390494,0.694048,0.083000
0.116545,0.066120,0.118642,0.389990,0.691297,0.084000
0.087473,0.062365,0.156624,0.390951,0.697413,0.085000
0.067889,0.000175,0.232311,0.393171,0.693547,0.086000
0.058165,0.000000,0.239073,0.395556,0.692794,0.087000
0.061386,0.000000,0.232793,0.397863,0.692042,0.088000
0.080952,0.018942,0.188744,0.400161,0.688798,0.089000
0.105652,0.045270,0.138924,0.403001,0.692848,0.090000
0.114619,0.003848,0.168912,0.406588,0.693968,0.091000
0.108839,0.000000,0.174185,0.410350,0.693374,0.092000
0.088079,0.000000,0.191896,0.414035,0.694010,0.093000
0.061641,0.000000,0.214535,0.417643,0.693818,0.094000
0.046779,0.000000,0.224968,0.421174,0.692922,0.095000
0.049549,0.000000,0.218033,0.424628,0.692210,0.096000
0.059996,0.000000,0.204176,0.428005,0.692177,0.097000
0.067691,0.000000,0.193364,0.431305,0.692359,0.098000
0.074936,0.000000,0.182686,0.434528,0.692150,0.099000
0.088794,0.000000,0.165337,0.437674,0.691805,0.100000
0.104196,0.000000,0.147196,0.440743,0.692135,0.101000
0.104608,0.000000,0.144902,0.443735,0.693245,0.102000
0.082816,0.000000,0.164649,0.446650,0.694115,0.103000
0.054665,0.000000,0.189575,0.449488,0.693728,0.104000
0.045130,0.000000,0.194987,0.452249,0.692366,0.105000
0.061875,0.000000,0.174525,0.454933,0.691334,0.106000
0.088586,0.000000,0.145317,0.457540,0.691444,0.107000
0.105137,0.000000,0.127005,0.460071,0.692212,0.108000
0.107627,0.000000,0.122568,0.462524,0.692719,0.109000
0.104170,0.000000,0.123779,0.464900,0.692849,0.110000
0.096957,0.000000,0.129037,0.467199,0.693193,0.111000
0.078916,0.000000,0.145535,0.469421,0.693872,0.112000
0.049894,0.000000,0.172633,0.471566,0.694093,0.113000
0.026786,0.000000,0.192774,0.473635,0.693194,0.114000
0.028909,0.000000,0.187194,0.475626,0.691729,0.115000
0.055452,0.000000,0.157977,0.477540,0.690969,0.116000
