0.000000,-0.000000,-9.810000,0.000000
44.912275,1.415364,-8.445214,0.001000
66.697193,12.272624,4.189980,0.002000
54.929782,36.917569,35.061636,0.003000
13.224311,69.493500,79.717515,0.004000
-42.682128,94.997369,122.580856,0.005000
-91.070407,95.499838,143.076776,0.006000
-112.166311,58.827052,124.961977,0.007000
-95.259818,-14.239638,64.672902,0.008000
-42.814196,-107.605299,-25.142347,0.009000
29.807644,-193.676812,-118.728112,0.010000
99.108159,-242.137172,-185.945128,0.011000
141.366605,-230.507545,-203.191426,0.012000
141.187332,-152.738910,-162.243245,0.013000
97.688756,-22.883909,-73.754032,0.014000
25.719140,127.513925,35.687719,0.015000
-49.065000,257.925403,131.873884,0.016000
-99.943269,331.058425,184.034999,0.017000
-109.867217,324.942703,175.079478,0.018000
-78.436342,240.376792,107.413796,0.019000
-21.847829,100.673025,2.113529,0.020000
34.257835,-56.169470,-108.240652,0.021000
65.827671,-189.609191,-190.307023,0.022000
60.315659,-268.513791,-220.503280,0.023000
21.244352,-279.248428,-192.017161,0.024000
-34.100642,-227.982916,-116.324746,0.025000
-82.288599,-136.960185,-18.761235,0.026000
-103.194390,-36.008385,70.534413,0.027000
-87.511571,47.894108,127.181713,0.028000
-39.711287,99.226091,140.588437,0.029000
24.157987,117.357289,116.211030,0.030000
82.489249,113.526343,71.253259,0.031000
115.592114,102.989379,25.965917,0.032000
112.314431,96.260040,-5.343686,0.033000
74.027431,93.795601,-19.526131,0.034000
14.679916,86.717079,-23.933607,0.035000
-43.650029,62.970650,-30.709876,0.036000
-78.787436,15.461827,-49.197682,0.037000
-77.284777,-52.152605,-80.201844,0.038000
-40.309234,-124.784991,-114.544048,0.039000
16.236424,-180.450252,-136.228094,0.040000
67.827624,-197.973459,-128.792627,0.041000
91.428769,-165.025764,-82.569645,0.042000
75.405423,-83.899683,-0.397563,0.043000
24.746019,26.955383,100.482996,0.044000
-40.988178,136.830761,191.907219,0.045000
-96.078034,211.766509,243.389768,0.046000
-119.439616,226.065275,233.060360,0.047000
-102.941625,171.997973,156.509471,0.048000
-53.921659,63.691227,29.760586,0.049000
8.610865,-66.546681,-114.899127,0.050000
61.925246,-178.304132,-238.669925,0.051000
88.141000,-236.160824,-308.172229,0.052000
80.219133,-221.409610,-305.664619,0.053000
43.660237,-138.347340,-234.285027,0.054000
-6.108169,-12.778189,-116.594987,0.055000
-49.412451,116.855319,13.112269,0.056000
-69.193498,212.470855,120.091184,0.057000
-57.026209,248.659309,180.048462,0.058000
-16.479313,219.894508,185.862774,0.059000
37.490099,140.328225,147.874069,0.060000
83.430372,36.787633,87.912705,0.061000
101.407993,-61.753261,29.699303,0.062000
81.357328,-133.722469,-10.243153,0.063000
28.124357,-169.960499,-27.395852,0.064000
-39.571156,-173.261365,-28.290215,0.065000
-96.336970,-154.012688,-25.137623,0.066000
-120.465318,-124.408083,-28.999155,0.067000
-102.861927,-93.274256,-44.361557,0.068000
-50.658199,-62.921331,-66.949064,0.069000
15.994473,-29.040818,-85.399455,0.070000
72.461773,15.890610,-86.280358,0.071000
99.624391,76.533690,-60.757999,0.072000
90.883379,148.583973,-10.235111,0.073000
53.444756,216.315501,51.876401,0.074000
4.144472,256.217012,103.745568,0.075000
-37.662229,245.963661,123.121614,0.076000
-57.154372,174.900052,96.592649,0.077000
-48.862121,51.186888,26.201496,0.078000
-18.156680,-97.901339,-69.533257,0.079000
20.796788,-233.197192,-160.959243,0.080000
50.077607,-315.950120,-217.208342,0.081000
54.679927,-320.725695,-217.028493,0.082000
28.704848,-244.219769,-156.510317,0.083000
-21.309213,-106.959850,-50.952610,0.084000
-77.697636,52.604198,69.724414,0.085000
-117.810990,189.744183,170.489318,0.086000
-123.011589,267.242902,222.559314,0.087000
-86.852192,266.873430,212.774588,0.088000
-18.666773,194.521573,147.543969,0.089000
59.393080,77.012614,49.794403,0.090000
120.928523,-47.986040,-49.772741,0.091000
145.837635,-144.773214,-123.414655,0.092000
128.106699,-190.266585,-154.885677,0.093000
77.436727,-179.308355,-143.126166,0.094000
14.395534,-123.857394,-100.618876,0.095000
-38.273951,-47.060332,-47.525686,0.096000
-64.326888,25.685914,-3.703577,0.097000
-59.362423,75.669729,18.643250,0.098000
-31.195519,96.490164,18.901611,0.099000
4.324675,94.098238,6.920718,0.100000
29.948909,81.372492,-2.725851,0.101000
33.452797,70.015078,1.525021,0.102000
11.806539,63.922341,22.092793,0.103000
-27.878507,57.373836,50.577972,0.104000
-70.722871,38.868542,71.363190,0.105000
-99.194738,-1.415975,68.934014,0.106000
-99.597003,-64.341719,35.639718,0.107000
-67.752565,-138.365440,-23.660831,0.108000
-11.542187,-201.691183,-92.228588,0.109000
51.128121,-229.237463,-147.128558,0.110000
98.604639,-201.772465,-167.623914,0.111000
113.869654,-114.035253,-143.042977,0.112000
91.717236,20.834478,-77.346868,0.113000
41.423100,172.358586,11.160372,0.114000
-16.750045,299.930641,95.148544,0.115000
-59.965716,364.883321,147.238984,0.116000
-72.342827,343.600330,149.701911,0.117000
-51.256767,236.496249,101.178382,0.118000
-7.754463,68.999516,17.650794,0.119000
38.750221,-115.917090,-72.814133,0.120000
68.805892,-270.740234,-139.601402,0.121000
70.533657,-357.397087,-159.979076,0.122000
43.586370,-357.894841,-126.874659,0.123000
-1.535332,-278.613463,-51.302027,0.124000
-47.939522,-147.084156,41.558025,0.125000
-78.615244,-2.309196,121.337356,0.126000
-82.325181,118.116884,163.172991,0.127000
-57.348982,189.531888,156.001603,0.128000
-12.106836,206.240836,105.365766,0.129000
37.460859,180.078645,29.956507,0.130000
73.140364,132.567642,-46.355042,0.131000
80.979354,84.424856,-103.542986,0.132000
57.025407,47.275896,-131.832458,0.133000
9.791893,21.172558,-133.188944,0.134000
-42.297408,-1.696946,-117.960826,0.135000
-78.091191,-29.938757,-98.807975,0.136000
-82.625442,-66.523310,-84.733308,0.137000
-53.727475,-105.838272,-77.395813,0.138000
-3.211260,-135.024610,-70.764978,0.139000
48.020847,-138.811719,-54.169454,0.140000
78.910414,-106.219979,-17.878506,0.141000
77.197788,-36.952514,40.678634,0.142000
44.274580,55.167813,112.852170,0.143000
-6.101731,144.085613,179.477310,0.144000
-54.130475,199.227149,216.971512,0.145000
-82.053701,196.630360,206.573762,0.146000
-80.544317,129.029331,142.686711,0.147000
-51.260813,10.597437,36.668838,0.148000
-5.264985,-125.849294,-85.547184,0.149000
41.497097,-238.546178,-191.192397,0.150000
73.761870,-290.229012,-251.041030,0.151000
81.803052,-260.758684,-248.848397,0.152000
64.365684,-154.446083,-186.612462,0.153000
29.031485,0.641983,-83.886188,0.154000
-10.180310,161.272861,28.573877,0.155000
-37.627981,282.618944,118.658588,0.156000
-42.064962,332.206975,162.998166,0.157000
-21.701716,299.523015,153.945960,0.158000
14.106372,198.010540,101.041339,0.159000
47.945625,58.987436,26.429344,0.160000
61.521890,-79.762071,-43.919275,0.161000
44.030724,-185.933359,-89.571654,0.162000
-2.260270,-240.872200,-101.882481,0.163000
-62.169899,-242.121796,-85.135651,0.164000
-113.622688,-200.920294,-52.900330,0.165000
-136.730203,-136.303669,-21.548346,0.166000
-121.816248,-67.719800,-3.473048,0.167000
-72.971559,-8.362613,-2.419407,0.168000
-5.866887,38.350487,-12.636946,0.169000
58.836391,77.434589,-22.254203,0.170000
103.250399,116.438747,-19.542308,0.171000
117.854702,157.914660,0.710649,0.172000
103.244055,194.582539,33.744447,0.173000
68.446781,210.394558,66.049915,0.174000
27.248048,187.548387,80.894366,0.175000
-6.248391,116.256787,65.855574,0.176000
-22.002308,2.471752,19.147733,0.177000
-17.442407,-130.483494,-48.077685,0.178000
1.348894,-247.682514,-114.656779,0.179000
21.670790,-313.723719,-156.588098,0.180000
29.329347,-304.935853,-155.759594,0.181000
15.157511,-218.193237,-107.009472,0.182000
-19.919314,-73.386265,-20.998824,0.183000
-64.038847,91.301879,78.243229,0.184000
-98.837141,230.198502,160.617194,0.185000
-107.508395,304.083080,199.909942,0.186000
-82.724204,292.797728,182.888572,0.187000
-30.529574,201.852093,113.935816,0.188000
31.743363,60.349171,13.322418,0.189000
82.609849,-88.902156,-90.047476,0.190000
105.235753,-203.160408,-168.346843,0.191000
93.816492,-252.546213,-203.363425,0.192000
54.932313,-228.067614,-191.230247,0.193000
3.968366,-142.892103,-142.258970,0.194000
-41.214352,-26.719993,-76.231454,0.195000
-66.588521,84.884614,-14.829392,0.196000
-66.117895,162.461025,26.087038,0.197000
-42.818062,191.445865,41.470629,0.198000
-6.952651,174.553920,37.504778,0.199000
27.677686,127.321616,27.477311,0.200000
48.236328,69.383551,24.972929,0.201000
47.101460,15.742885,37.272487,0.202000
24.772192,-28.047009,61.765410,0.203000
-9.745819,-65.033679,87.009295,0.204000
-41.821463,-101.527775,98.070821,0.205000
-56.829440,-140.587590,83.735610,0.206000
-46.451709,-177.790709,42.233583,0.207000
-12.814372,-201.145929,-17.103035,0.208000
31.679352,-194.958173,-76.881026,0.209000
69.135013,-146.137742,-118.034192,0.210000
83.760051,-50.981532,-127.044444,0.211000
68.903913,79.743574,-101.329946,0.212000
30.104722,219.832302,-50.763836,0.213000
-17.442813,332.724510,5.471068,0.214000
-55.660226,382.333319,45.770020,0.215000
-71.185895,346.033938,54.207132,0.216000
-60.362801,224.376868,26.711548,0.217000
-29.816912,43.207176,-27.052363,0.218000
7.007851,-152.889687,-86.798911,0.219000
35.399343,-313.540688,-128.655884,0.220000
44.659947,-397.580703,-133.745767,0.221000
31.447569,-385.258334,-95.342603,0.222000
0.526640,-283.789594,-21.921639,0.223000
-36.943259,-124.525884,65.256270,0.224000
-67.009449,47.273472,139.314600,0.225000
-77.530433,186.632799,177.058695,0.226000
-62.563472,262.278513,166.939322,0.227000
-25.071816,264.824501,112.771705,0.228000
23.348211,207.074314,31.910905,0.229000
66.186215,116.681921,-51.332894,0.230000
88.259692,24.476950,-114.400335,0.231000
82.127500,-46.437730,-143.833764,0.232000
51.661953,-86.454832,-138.526766,0.233000
10.674984,-98.766741,-108.123322,0.234000
-23.090896,-94.048724,-67.872329,0.235000
-35.811344,-83.686731,-32.265386,0.236000
