0,0.371208
2,0.352393
4,0.319271
7,0.303195
9,0.29618
90,0.294816
91,0.294361
93,0.29392
94,0.292773
97,0.291158
100,0.290456
102,0.28657
103,0.275349
147,0.275322
149,0.274206
158,0.271213
166,0.270419
167,0.269943
175,0.269791
176,0.268194
181,0.268116
190,0.268074
205,0.268015
208,0.26569
212,0.265634
223,0.251722
229,0.250979
234,0.248996
235,0.248864
245,0.248663
247,0.238585
248,0.237739
249,0.236615
252,0.235746
253,0.234039
254,0.232443
255,0.231977
257,0.228084
258,0.227464
259,0.227298
261,0.225419
263,0.220535
280,0.219349
284,0.219048
286,0.218658
287,0.218161
289,0.216092
292,0.214502
294,0.214232
298,0.212362
301,0.21227
302,0.21098
304,0.210478
305,0.209246
308,0.209149
317,0.209011
324,0.207329
331,0.207329
333,0.207263
335,0.205544
336,0.204256
341,0.20424
343,0.204145
346,0.203793
347,0.201335
372,0.199652
373,0.199219
387,0.1992
413,0.19871
414,0.198705
419,0.194592
493,0.194591
500,0.192045
506,0.191784
529,0.191171
601,0.19112
620,0.191104
672,0.190408
676,0.187992
703,0.187897
709,0.18785
750,0.187817
765,0.187762
827,0.187564
840,0.187537
1123,0.187537
1129,0.187522
1180,0.187521
1236,0.187506
1253,0.187504
1353,0.187498
1512,0.187391
1871,0.187383
2470,0.187381
2828,0.18738
3101,0.187374
3422,0.187374
3829,0.187372
4550,0.187372
5618,0.18737
15295,0.187367
16167,0.187362
16169,0.187351
17094,0.187347
18250,0.187346
18252,0.187346
18640,0.187345
20647,0.187345
23268,0.187345
23628,0.176476
23633,0.176004
23636,0.174801
23637,0.172174
23642,0.165178
23645,0.146773
23646,0.139346
23650,0.138373
23655,0.120897
23661,0.111174
23679,0.111132
23690,0.110865
23691,0.107577
23693,0.103705
23695,0.102342
23701,0.101359
23740,0.0995128
23749,0.0994691
23768,0.0993195
23820,0.0992475
23841,0.0992464
23917,0.099243
24129,0.0992112
24222,0.099123
24266,0.0991201
24427,0.0991107
24530,0.0991101
24629,0.0991099
25001,0.0991092
25055,0.0991087
25084,0.0991082
25578,0.0991067
26963,0.0991022
31834,0.0990969
33746,0.0990968
33883,0.0990965
34440,0.0990963
35010,0.0990957
35323,0.0990954
36051,0.0990951
38590,0.0990946
48533,0.0990932
48654,0.0990835
48751,0.0990833
49805,0.0990831
49808,0.0990831
51613,0.099082
52496,0.0990809
69823,0.0990808
73095,0.0955444
