0,0.432426
1,0.412926
17,0.374495
26,0.374438
27,0.367434
41,0.367434
46,0.360584
56,0.358804
57,0.358174
74,0.356402
81,0.35611
90,0.35569
97,0.340167
103,0.338622
133,0.338011
137,0.336818
179,0.336783
190,0.335496
199,0.335169
255,0.335051
262,0.334918
264,0.334388
282,0.328315
292,0.327752
306,0.326245
357,0.326239
371,0.326234
401,0.323916
533,0.323755
556,0.323558
563,0.323554
613,0.323254
642,0.320985
643,0.320747
700,0.320089
736,0.319425
750,0.317906
770,0.317601
991,0.3176
1101,0.317237
1117,0.317207
1165,0.3172
1201,0.317143
1205,0.317039
1360,0.316795
1660,0.31679
2811,0.189057
2814,0.185062
2836,0.18492
2932,0.184164
2946,0.1841
2978,0.151875
2994,0.147383
3014,0.143513
3015,0.124759
3049,0.102744
3094,0.0996327
3119,0.0937616
3219,0.0920832
3246,0.0203647
3276,0.0149941
3383,0.0136856
3723,0.0135716
3927,0.0125505
3952,0.0124302
4375,0.00879112
4379,0.00829187
4437,0.00759926
4524,0.00675119
4630,0.00596541
4806,0.00585317
5091,0.00540613
5432,0.00538023
8136,0.005366
9140,0.00224026
9964,0.00171682
